tanggal_cuaca,suhu,kelembaban,kecepatan_angin,curah_hujan,radiasi_matahari
2020-03-27,27.089582,87.65671,10.233123,5.0000005,19.27
2020-03-28,26.964582,87.03827,8.049845,8.0,17.05
2020-03-29,26.610418,88.64084,12.0694,18.6,16.7
2020-03-30,26.9,88.380066,11.841756,14.200002,18.53
2020-03-31,26.308332,89.68408,13.004922,4.7,10.4
2020-04-01,26.90417,86.34545,10.24578,11.700001,16.82
2020-04-02,27.15625,86.96145,11.384198,14.599999,18.44
2020-04-03,27.21042,87.6182,10.041354,7.0,17.3
2020-04-04,26.950005,87.18872,11.923557,12.400001,15.12
2020-04-05,26.61875,89.70859,11.165805,23.300001,14.71
2020-04-06,26.829168,84.03097,15.683776,8.6,17.22
2020-04-07,27.197916,83.89268,13.138765,7.1,15.58
2020-04-08,26.974997,88.00803,10.538843,3.5,16.07
2020-04-09,27.058336,88.16645,11.726277,29.5,15.91
2020-04-10,27.487501,86.713104,8.049845,42.100002,20.12
2020-04-11,27.141665,85.94369,9.885262,3.6,20.49
2020-04-12,26.71042,88.061676,10.823973,13.0,18.78
2020-04-13,26.633333,88.611725,9.114471,5.4999995,17.46
2020-04-14,26.222918,89.40665,11.304229,5.2999997,17.16
2020-04-15,27.150002,85.18894,9.504272,1.8000001,18.37
2020-04-16,27.218752,85.72116,10.931203,6.0,19.89
2020-04-17,26.918753,85.12969,8.311245,3.1000001,20.52
2020-04-18,27.73542,83.594826,10.028439,1.8,19.07
2020-04-19,27.895834,84.89863,11.304229,3.5999997,18.05
2020-04-20,27.627085,84.396675,9.746631,5.9999995,15.09
2020-04-21,27.981253,81.89878,11.252519,2.1,19.83
2020-04-22,27.9375,84.94553,13.004922,3.6999998,19.87
2020-04-23,26.883333,88.49259,13.441071,10.100001,17.66
2020-04-24,27.227081,83.79377,10.00256,1.0,18.95
2020-04-25,26.764582,88.90049,13.084402,12.599998,14.46
2020-04-26,26.120834,90.22104,7.42159,10.599999,11.01
2020-04-27,25.568747,91.09683,7.9932966,11.700002,6.69
2020-04-28,26.664581,87.41726,10.144082,10.200001,18.03
2020-04-29,26.329165,90.351906,6.618519,4.7,9.36
2020-04-30,26.65417,88.30718,10.948973,14.300001,15.3
2020-05-01,26.295832,89.57899,10.163227,10.400001,8.39
2020-05-02,26.877083,87.040344,9.793059,7.8999996,15.11
2020-05-03,26.527084,89.4587,12.229406,13.599999,13.45
2020-05-04,27.222918,86.7439,12.245294,10.400002,17.51
2020-05-05,26.69792,90.47402,12.0694,24.800001,15.44
2020-05-06,28.104166,80.8673,10.390226,0.90000004,19.67
2020-05-07,27.612501,85.06319,7.6367526,7.9000006,19.18
2020-05-08,25.941666,94.23987,6.849467,10.100002,5.4
2020-05-09,26.604166,88.99085,7.172949,16.900002,14.55
2020-05-10,27.104166,86.60787,9.793059,4.1,15.02
2020-05-11,27.745836,85.85888,11.043261,6.2,18.58
2020-05-12,26.695833,91.02743,9.3669195,7.2000003,11.4
2020-05-13,27.616663,81.88416,12.7279215,1.2,18.81
2020-05-14,27.791664,79.49008,11.901798,0.8,19.02
2020-05-15,28.04792,78.333664,12.594856,0.90000004,20.54
2020-05-16,28.097916,82.31872,6.489992,2.6,14.74
2020-05-17,26.106253,92.665794,8.311245,26.799995,7.59
2020-05-18,27.454168,84.79853,11.792404,5.6,18.43
2020-05-19,27.027084,88.02836,10.931203,14.4,16.4
2020-05-20,27.912498,80.99352,8.766573,1.0,15.22
2020-05-21,27.71875,84.69101,8.373386,3.4,15.9
2020-05-22,27.343748,85.20028,7.5942073,0.4,16.76
2020-05-23,28.0,82.55749,10.464798,3.1999998,19.19
2020-05-24,27.589582,84.73425,9.6932955,12.500002,17.42
2020-05-25,27.335413,84.78707,11.304229,4.6000004,16.31
2020-05-26,26.952085,86.01391,9.511088,3.1000001,14.15
2020-05-27,27.347916,84.13485,9.339208,0.90000004,13.12
2020-05-28,27.387499,83.85854,9.531505,5.7999997,18.75
2020-05-29,27.31875,85.91815,10.97262,7.3999996,18.37
2020-05-30,26.756248,88.083405,9.178235,6.9,12.81
2020-05-31,27.339584,86.07604,9.693296,7.2999997,17.79
2020-06-01,26.775,86.821434,10.966713,8.4,17.1
2020-06-02,26.854166,86.02371,14.113653,4.4,15.72
2020-06-03,27.84375,73.68429,15.137133,0.0,20.53
2020-06-04,27.343748,78.409645,9.178235,1.6000001,17.67
2020-06-05,27.456251,80.65135,8.534353,0.5,17.95
2020-06-06,26.918749,83.027374,9.114471,3.4999995,17.07
2020-06-07,26.885416,86.04046,9.007196,2.2000003,15.34
2020-06-08,26.608332,88.07639,8.854829,6.3999996,15.76
2020-06-09,27.335419,83.50108,11.901798,2.6999996,17.31
2020-06-10,27.34375,82.542625,7.386582,5.8999996,18.0
2020-06-11,27.033333,82.26374,9.793059,4.9,18.77
2020-06-12,27.195833,80.51422,7.5170207,1.4000001,18.92
2020-06-13,27.972914,76.89952,11.212135,0.1,20.45
2020-06-14,27.383331,86.102295,8.209263,9.4,14.45
2020-06-15,27.252085,86.08909,14.982228,6.6,17.04
2020-06-16,27.591667,81.674355,11.620809,1.2,18.14
2020-06-17,27.112497,83.63202,9.686609,5.7,16.35
2020-06-18,26.068747,89.94986,12.181624,16.2,12.79
2020-06-19,27.168749,80.78785,9.693296,0.70000005,17.99
2020-06-20,27.091665,80.35952,11.304229,1.1,16.62
2020-06-21,26.449999,86.22623,13.104198,12.700001,14.82
2020-06-22,26.385412,86.83932,8.557102,5.1,14.35
2020-06-23,26.485418,84.1975,7.928177,3.5,17.43
2020-06-24,26.972921,80.69725,10.464798,0.4,20.13
2020-06-25,26.704168,85.617584,10.00256,3.2000003,17.46
2020-06-26,26.63125,83.12954,11.440978,5.3,17.93
2020-06-27,27.143747,79.49776,10.105681,1.3000001,16.96
2020-06-28,27.852083,76.55529,12.10157,0.0,19.56
2020-06-29,27.36458,77.75851,9.531505,0.4,18.76
2020-06-30,27.32708,77.88543,13.207634,1.4000001,18.89
2020-07-01,26.216667,87.27427,7.289444,26.700005,12.59
2020-07-02,27.05625,81.964264,9.605998,2.8000002,15.38
2020-07-03,26.402084,82.99571,8.534353,0.70000005,8.4
2020-07-04,27.00625,73.04354,16.516901,0.3,17.24
2020-07-05,27.287497,74.77572,14.33234,1.6,18.78
2020-07-06,27.427086,76.34013,11.298495,0.1,18.0
2020-07-07,27.110418,79.28363,7.5942082,6.2999997,16.92
2020-07-08,27.372911,76.859604,12.57426,1.0,17.49
2020-07-09,26.939583,79.68996,11.879999,1.0,13.5
2020-07-10,27.556252,79.49116,11.019764,0.90000004,18.74
2020-07-11,27.516663,81.0466,9.793058,3.1999998,18.53
2020-07-12,27.654165,79.812325,12.605142,1.4000001,18.05
2020-07-13,27.337502,81.08187,12.783802,4.3,17.06
2020-07-14,27.031252,78.68727,16.981165,5.0999994,15.8
2020-07-15,27.502083,76.44317,14.118243,0.0,10.66
2020-07-16,27.449995,79.506325,11.570515,2.3999999,18.18
2020-07-17,27.243752,78.88506,11.885453,0.0,19.1
2020-07-18,27.602087,74.86062,13.698934,0.4,19.79
2020-07-19,27.44375,80.536224,12.7279215,7.0000005,17.59
2020-07-20,27.118752,84.3674,13.684735,7.2000003,18.59
2020-07-21,27.116667,82.3244,11.384199,2.9,17.92
2020-07-22,27.387499,80.340805,11.631956,1.2,18.18
2020-07-23,27.393751,77.317215,13.009903,0.3,20.07
2020-07-24,28.029161,69.48451,14.799459,0.1,20.57
2020-07-25,27.481249,65.04711,16.676977,0.0,21.78
2020-07-26,26.810417,65.83627,15.542662,0.0,21.72
2020-07-27,27.177084,68.69295,17.414476,0.0,21.34
2020-07-28,27.904167,66.52476,18.448023,0.0,21.02
2020-07-29,27.281248,69.5512,13.75558,1.1,19.31
2020-07-30,27.172913,61.72781,18.175545,0.1,19.5
2020-07-31,27.314585,64.79218,17.106628,0.0,21.7
2020-08-01,27.741667,66.53428,15.034041,0.1,20.06
2020-08-02,28.641668,68.60534,17.208603,0.1,20.7
2020-08-03,28.395834,69.400696,13.397612,0.2,11.63
2020-08-04,28.602087,67.24976,13.5515,0.0,20.17
2020-08-05,28.741667,73.05497,16.904673,3.8,18.87
2020-08-06,28.206253,76.571335,13.849476,1.3000001,20.13
2020-08-07,27.570833,80.241394,9.826088,3.3,16.82
2020-08-08,27.45417,80.428925,10.661107,6.599999,17.22
2020-08-09,27.962502,79.132034,13.779114,1.1,19.39
2020-08-10,27.435417,80.26775,10.495713,5.1,13.72
2020-08-11,28.231253,75.74183,17.555305,0.0,18.85
2020-08-12,26.40417,86.33746,13.584932,30.200003,13.31
2020-08-13,26.61458,85.5306,9.531505,2.5,17.95
2020-08-14,26.835417,82.041306,13.783817,1.7,17.94
2020-08-15,26.85417,82.16604,11.246759,4.2999997,20.07
2020-08-16,27.0,81.645966,12.605142,4.1,19.53
2020-08-17,27.152082,80.45336,10.1376915,1.3000001,19.61
2020-08-18,27.691668,76.83101,11.983188,0.8,19.84
2020-08-19,27.306252,78.20707,15.463246,1.8000002,19.29
2020-08-20,27.377083,72.27732,16.923828,0.2,18.97
2020-08-21,27.147919,66.90302,14.113653,0.5,21.01
2020-08-22,28.177084,69.898186,14.799459,0.0,23.21
2020-08-23,28.099998,70.748245,14.021525,1.5,20.55
2020-08-24,28.143751,61.689987,21.868332,0.0,23.85
2020-08-25,28.027084,66.42223,18.733839,0.1,23.16
2020-08-26,27.85,64.82811,18.532133,0.0,23.69
2020-08-27,28.425003,61.033936,19.70815,0.0,21.27
2020-08-28,28.356253,64.00733,16.299694,0.3,17.7
2020-08-29,29.00625,66.98307,15.990646,1.7,21.31
2020-08-30,28.65,66.50322,18.057508,0.4,21.91
2020-08-31,29.545835,56.822643,23.675303,0.0,23.21
2020-09-01,29.108337,63.919476,13.722565,1.0000001,20.49
2020-09-02,27.700003,75.11381,14.24163,2.2,18.11
2020-09-03,27.972916,78.31112,12.397806,2.6,19.26
2020-09-04,27.706251,81.19126,12.313894,3.2,19.61
2020-09-05,27.602083,77.28824,14.685176,0.1,21.15
2020-09-06,28.12708,73.47683,17.057314,0.2,21.15
2020-09-07,28.408335,69.52213,18.043148,0.8000001,21.71
2020-09-08,28.454168,68.141655,14.759999,0.4,21.83
2020-09-09,27.92708,75.22219,11.659777,6.7,18.32
2020-09-10,27.841661,76.79252,12.224107,3.8999999,19.62
2020-09-11,28.139585,73.852356,17.208603,0.4,22.74
2020-09-12,27.841667,72.62452,10.105681,6.9000006,19.31
2020-09-13,27.108335,80.232765,12.661564,6.8,20.6
2020-09-14,26.741667,82.96821,9.6932955,9.1,18.29
2020-09-15,26.83333,73.833885,15.4800005,0.7,22.23
2020-09-16,27.097918,74.30221,16.179985,2.3,22.86
2020-09-17,27.770836,74.20531,13.358861,1.0000001,22.92
2020-09-18,28.918753,67.28364,22.322903,0.0,23.68
2020-09-19,27.541666,77.896225,14.003028,1.9,12.76
2020-09-20,26.854166,80.920456,11.609651,8.0,20.48
2020-09-21,26.862497,82.32383,11.631956,5.799999,19.53
2020-09-22,27.733335,80.619705,13.084402,0.2,23.94
2020-09-23,27.79167,83.47495,10.823973,3.3000002,21.27
2020-09-24,28.266668,77.61088,12.599999,0.2,21.87
2020-09-25,27.677086,75.30391,11.27553,1.2,22.2
2020-09-26,26.629168,84.631294,11.435313,14.700001,18.59
2020-09-27,27.239586,80.75009,14.145756,3.8,22.84
2020-09-28,27.564583,74.08172,10.383987,0.3,23.09
2020-09-29,27.97917,71.00707,13.830749,0.6,23.08
2020-09-30,28.06042,75.59637,14.081477,5.6,22.69
2020-10-01,27.185417,81.65049,11.874544,15.9,20.98
2020-10-02,25.525,88.04418,11.503113,36.399998,7.19
2020-10-03,27.229166,78.50778,11.159999,3.9,22.21
2020-10-04,27.891665,72.47918,13.722565,4.5,22.6
2020-10-05,27.768751,71.12153,11.592895,1.2,20.93
2020-10-06,27.852081,74.08479,12.9249525,0.6,22.64
2020-10-07,27.716667,75.715294,11.720751,3.5,21.2
2020-10-08,26.80625,84.10036,10.440001,7.6,18.19
2020-10-09,27.229162,81.20432,10.163227,6.4999995,17.95
2020-10-10,26.854164,85.45444,11.681987,7.5,17.72
2020-10-11,27.316671,79.883804,10.805999,3.1999998,19.35
2020-10-12,27.8125,75.969536,15.175612,2.9,21.58
2020-10-13,28.485418,73.47707,12.979984,0.3,23.49
2020-10-14,28.016665,74.42133,10.8955765,1.9000001,18.24
2020-10-15,27.61458,78.0658,14.33234,21.2,15.5
2020-10-16,27.687502,77.91227,8.699793,10.600002,19.53
2020-10-17,27.72083,77.88203,9.826088,3.1000001,21.24
2020-10-18,26.96875,82.38353,11.966953,1.4,18.0
2020-10-19,27.050001,82.42518,10.948973,7.0,20.41
2020-10-20,27.302084,82.08944,8.4963045,1.4000001,16.18
2020-10-21,27.079168,82.20214,11.367109,3.7,14.04
2020-10-22,27.672915,78.05962,14.345898,6.2,20.34
2020-10-23,26.879164,84.99238,12.429127,11.299999,18.68
2020-10-24,26.708336,84.618095,9.605998,6.299999,18.19
2020-10-25,25.987501,88.75906,12.24,15.000001,15.34
2020-10-26,25.975,86.6576,7.92,3.4,12.44
2020-10-27,26.643751,86.3041,7.24486,8.3,20.04
2020-10-28,27.591665,80.7238,10.8955765,2.6999998,21.87
2020-10-29,26.308332,89.016945,15.021105,17.800001,14.51
2020-10-30,26.743746,84.26595,8.311245,6.7,17.76
2020-10-31,26.762499,83.5792,18.998314,6.9,17.35
2020-11-01,27.335413,79.1618,12.303366,2.1,18.74
2020-11-02,27.570833,77.49733,13.202726,0.1,22.68
2020-11-03,27.158333,81.4765,10.163227,3.4,20.75
2020-11-04,25.641668,89.72254,6.439876,6.7999997,8.29
2020-11-05,26.31875,89.703926,12.287555,9.8,14.93
2020-11-06,27.077082,84.3507,11.177405,5.3,20.26
2020-11-07,26.570831,86.07849,12.6462,9.6,20.46
2020-11-08,27.24375,80.93851,12.57426,0.4,21.15
2020-11-09,27.181252,83.42825,11.384198,3.0,19.88
2020-11-10,27.789583,78.81253,11.090103,1.5,23.58
2020-11-11,27.672915,81.848625,11.720751,8.8,19.37
2020-11-12,28.349998,79.46999,11.681987,1.2,20.69
2020-11-13,27.710417,83.461334,12.475961,13.5,21.29
2020-11-14,27.452082,80.65542,12.074766,4.6,18.05
2020-11-15,27.641663,81.56284,13.138765,6.2999997,18.79
2020-11-16,27.0625,86.3021,11.27553,8.700002,16.44
2020-11-17,26.997917,85.44799,13.004922,11.8,17.96
2020-11-18,27.112497,84.629555,10.440001,6.7,21.1
2020-11-19,27.125002,85.75745,14.88242,11.700001,19.35
2020-11-20,26.777082,87.50489,12.413476,11.599999,18.05
2020-11-21,26.622917,88.402306,12.371645,9.4,17.57
2020-11-22,25.55625,91.4379,9.346143,8.0,7.57
2020-11-23,27.060415,83.123146,10.805998,7.6999993,15.57
2020-11-24,27.162497,83.08088,8.913181,6.6999993,19.07
2020-11-25,27.537498,78.595726,12.783802,0.4,19.5
2020-11-26,28.035414,73.92426,10.829959,0.0,20.0
2020-11-27,27.302084,78.728645,11.440979,1.9,13.69
2020-11-28,26.010416,86.38383,13.896187,16.9,10.34
2020-11-29,25.61042,87.54892,17.377226,21.100002,12.42
2020-11-30,26.804167,82.23612,16.595179,5.4,19.18
2020-12-01,27.127083,81.03223,12.324414,11.0,19.99
2020-12-02,25.685415,89.22693,10.787993,15.300001,9.96
2020-12-03,26.579168,82.218346,13.53236,9.5,14.36
2020-12-04,25.504166,87.986855,18.043148,6.6,10.5
2020-12-05,25.050003,91.49796,18.792551,14.000004,8.32
2020-12-06,24.793753,94.19584,14.440443,16.2,7.68
2020-12-07,26.18958,85.257645,23.051247,3.1,18.31
2020-12-08,26.452087,83.15513,23.584808,3.1000001,17.15
2020-12-09,26.38542,85.20529,16.831684,8.400001,17.0
2020-12-10,26.083334,89.31307,13.397612,17.3,16.61
2020-12-11,26.141668,83.788704,16.808569,5.2,12.25
2020-12-12,25.602081,88.676025,12.496719,14.100001,11.03
2020-12-13,25.65833,87.486725,13.75558,10.400001,13.1
2020-12-14,26.606249,82.04221,16.700275,2.6999998,17.35
2020-12-15,26.010414,85.02336,18.0,9.000001,13.52
2020-12-16,25.883337,83.93816,14.618837,2.2000003,10.02
2020-12-17,26.264582,81.611626,20.519999,3.2,17.2
2020-12-18,26.70417,79.55572,17.339897,1.9,21.19
2020-12-19,25.770836,83.55996,17.373497,3.3,14.09
2020-12-20,25.066664,89.49703,11.720751,27.400002,6.46
2020-12-21,26.368752,83.69032,11.726277,1.6000001,14.15
2020-12-22,27.250002,79.339745,14.494192,2.8,20.99
2020-12-23,26.966665,81.34058,17.208603,9.800001,19.29
2020-12-24,27.068754,71.78586,16.516901,1.2,16.7
2020-12-25,26.189583,83.6605,14.408997,4.2,10.78
2020-12-26,27.041664,81.20512,11.525623,3.6999998,21.95
2020-12-27,26.425001,84.28016,13.339445,4.6,14.37
2020-12-28,26.054169,82.78403,17.873556,4.4999995,10.14
2020-12-29,25.462502,86.53931,14.84318,6.7000003,9.05
2020-12-30,25.414587,90.220726,16.263872,14.6,11.09
2020-12-31,25.697914,87.91421,15.315873,12.4,14.18
2021-01-01,26.633333,81.75715,11.966954,1.1,13.79
2021-01-02,26.539583,84.24681,14.05845,5.0,16.62
2021-01-03,26.335419,84.779854,13.708391,1.9000001,14.25
2021-01-04,25.729166,87.48981,10.514218,10.599999,9.82
2021-01-05,25.772917,89.980865,12.9249525,27.2,14.43
2021-01-06,25.722918,89.2031,10.514218,3.2,9.43
2021-01-07,26.264585,86.68873,11.212135,3.7999997,12.36
2021-01-08,25.793755,87.60279,17.114204,27.8,15.97
2021-01-09,25.65625,84.86026,16.595179,16.400002,8.58
2021-01-10,26.039583,86.129234,16.323528,9.200001,15.81
2021-01-11,25.879168,86.96989,15.141414,6.7999997,11.78
2021-01-12,25.710417,85.27029,16.981165,6.9999995,11.79
2021-01-13,25.604172,85.21187,10.805998,1.0,7.46
2021-01-14,26.083336,85.928535,11.988594,0.6,14.41
2021-01-15,27.362503,78.629395,18.331741,0.0,23.93
2021-01-16,26.61875,84.11775,13.891522,1.8000001,17.27
2021-01-17,25.485418,88.95132,18.864824,24.3,14.43
2021-01-18,24.729166,87.95525,17.447933,19.000002,8.47
2021-01-19,25.564585,87.812325,15.94601,11.6,9.68
2021-01-20,25.727083,88.505714,10.587918,14.0,9.33
2021-01-21,25.94792,88.02758,13.089354,3.8000002,12.6
2021-01-22,26.183332,87.26449,12.313893,1.6000001,12.89
2021-01-23,24.408333,94.30985,5.8048253,96.7,4.22
2021-01-24,25.597916,88.67869,10.966713,14.4,16.84
2021-01-25,25.652082,88.98917,15.03835,12.599999,13.71
2021-01-26,24.591665,93.653465,14.145756,24.5,6.1
2021-01-27,24.422915,93.58786,14.044615,25.000004,6.25
2021-01-28,24.962496,87.71704,18.532133,1.3000002,9.35
2021-01-29,24.804163,90.08549,16.039202,22.199999,13.7
2021-01-30,24.920835,90.601685,16.79314,20.400003,9.82
2021-01-31,26.193748,84.5138,16.299694,5.1000004,21.69
2021-02-01,25.706247,88.93629,14.20062,31.1,15.48
2021-02-02,24.897917,92.2933,12.594856,36.200005,7.68
2021-02-03,25.883337,86.75812,17.84816,12.100001,19.12
2021-02-04,26.014582,85.813774,20.898613,7.6999993,19.83
2021-02-05,26.17708,86.526115,18.472595,10.099999,18.21
2021-02-06,25.285414,91.23569,19.602652,26.7,12.56
2021-02-07,25.533333,90.92758,14.529915,40.100002,13.43
2021-02-08,25.537497,90.812584,13.104198,10.3,13.45
2021-02-09,26.039587,88.40692,14.8257065,4.3999996,15.27
2021-02-10,26.268751,87.20908,16.179985,2.9,19.28
2021-02-11,25.677084,89.79821,14.529915,10.1,11.89
2021-02-12,25.729166,88.617165,12.229406,7.6,14.31
2021-02-13,25.422915,90.629974,11.019764,13.800001,12.78
2021-02-14,25.212503,89.78971,11.480557,13.500001,10.87
2021-02-15,24.922915,90.52894,10.799999,14.100001,10.74
2021-02-16,25.374998,90.9838,11.901798,13.1,11.53
2021-02-17,25.406252,90.41971,18.709612,25.699997,14.61
2021-02-18,24.445833,93.17205,12.496718,27.0,6.73
2021-02-19,25.287504,89.24456,14.48972,21.100002,12.1
2021-02-20,26.175001,84.049,12.397806,7.4999995,17.55
2021-02-21,26.412504,84.51321,12.738099,1.5000001,18.59
2021-02-22,27.060415,80.30755,18.875126,1.8000001,20.2
2021-02-23,25.154165,87.43586,16.263872,8.6,8.2
2021-02-24,25.502085,90.09942,16.434305,21.900003,14.75
2021-02-25,25.24375,91.874886,12.57426,22.8,11.62
2021-02-26,26.643747,84.38105,11.631956,5.4,23.09
2021-02-27,27.693754,79.621284,18.03237,0.5,22.33
2021-02-28,27.137497,84.16886,12.287555,5.9999995,20.93
2021-03-01,26.533333,85.0206,8.534353,5.9999995,17.26
2021-03-02,26.308336,87.877075,10.990322,8.700001,16.83
2021-03-03,26.295835,87.402504,8.654987,1.9,11.92
2021-03-04,26.514585,86.39689,11.542478,10.200001,20.58
2021-03-05,26.441664,86.4849,9.504272,2.8999996,15.81
2021-03-06,26.272919,84.26141,9.346143,6.7,11.58
2021-03-07,25.11042,89.40805,14.039999,16.4,10.2
2021-03-08,26.181252,82.242256,13.0447235,1.9000001,20.72
2021-03-09,25.479164,89.32751,11.440979,15.099999,13.86
2021-03-10,25.504164,85.51697,12.599998,12.1,13.18
2021-03-11,26.256248,85.86436,14.973577,2.6,17.85
2021-03-12,26.056252,83.872574,13.044722,8.1,15.15
2021-03-13,26.1875,84.36589,15.986595,5.8,17.93
2021-03-14,26.608332,83.40189,9.028754,2.5,19.48
2021-03-15,26.1625,86.76217,10.315115,27.300001,19.44
2021-03-16,26.793747,81.131935,9.227524,1.3,23.23
2021-03-17,26.720839,83.67914,10.041354,4.7999997,21.69
2021-03-18,26.82708,84.84213,8.373386,3.0,19.51
2021-03-19,27.660418,77.204506,10.685391,0.2,21.54
2021-03-20,27.422915,79.621864,13.661038,1.9000001,22.01
2021-03-21,26.991669,83.22719,15.7908325,3.8000002,22.29
2021-03-22,27.070833,82.59375,14.77755,7.2,20.46
2021-03-23,26.797918,81.73113,16.862455,8.1,17.97
2021-03-24,27.1625,80.83447,12.979984,6.4000006,17.46
2021-03-25,27.42083,82.88585,10.041354,2.9999998,21.73
2021-03-26,26.395834,89.292915,9.904906,19.499998,18.28
2021-03-27,26.925001,86.900734,9.107359,12.3,21.68
2021-03-28,26.654167,89.015724,11.013882,3.1,19.09
2021-03-29,25.808332,93.63326,6.9527545,15.999999,8.22
2021-03-30,26.58333,86.18003,13.979871,10.7,16.98
2021-03-31,25.622915,89.13654,12.979984,13.7,5.48
2021-04-01,27.156252,80.6993,10.931203,0.8,20.6
2021-04-02,25.387499,91.314735,9.885262,23.5,7.33
2021-04-03,26.39583,88.26611,14.658676,20.9,14.58
2021-04-04,26.972916,86.179596,9.957108,4.5999994,16.33
2021-04-05,27.331251,81.978836,15.188415,1.9000003,17.68
2021-04-06,26.8125,80.686966,17.581125,1.8000002,15.82
2021-04-07,27.477083,80.26498,16.904673,1.6,20.18
2021-04-08,27.35417,83.06786,12.181624,1.1,20.75
2021-04-09,27.477083,83.0915,9.255571,2.5,19.41
2021-04-10,26.985418,86.76992,8.913181,6.3999996,16.4
2021-04-11,27.056252,84.15923,7.5170207,1.1,17.81
2021-04-12,26.493753,87.237114,8.905908,9.600001,18.33
2021-04-13,26.618752,86.41239,9.693296,1.6000001,18.48
2021-04-14,25.791664,89.69337,9.983106,9.8,13.89
2021-04-15,26.866663,85.307945,8.891344,5.0999994,21.25
2021-04-16,26.733332,87.0489,10.086427,10.599999,18.58
2021-04-17,26.552084,85.295906,6.519877,2.9,19.34
2021-04-18,26.693748,85.40543,10.105681,6.8999996,20.28
2021-04-19,26.233335,85.42862,9.531505,2.5,18.54
2021-04-20,27.149996,77.86964,10.990322,0.0,23.14
2021-04-21,27.525002,76.73446,9.9571085,0.0,21.6
2021-04-22,27.14583,78.77506,10.931203,0.70000005,21.24
2021-04-23,26.927084,78.638725,9.726665,0.4,21.24
2021-04-24,27.041666,80.39785,9.346143,1.3000002,20.22
2021-04-25,27.552086,78.9463,11.165805,1.4000001,20.91
2021-04-26,27.449999,79.49241,8.64,1.3000001,19.29
2021-04-27,26.010416,87.58376,8.287822,11.000001,12.84
2021-04-28,26.762499,84.07155,8.4042845,1.5000001,19.64
2021-04-29,26.581253,87.525696,12.979984,6.299999,17.06
2021-04-30,27.21875,84.456856,13.441071,4.6999993,18.03
2021-05-01,27.500002,84.59849,10.440001,2.3999999,17.58
2021-05-02,27.025,86.94691,13.661038,8.8,17.13
2021-05-03,27.447916,84.76771,9.007196,4.2,18.07
2021-05-04,26.924997,86.8095,9.178235,5.7,17.78
2021-05-05,26.285416,88.98331,8.707238,10.199999,18.52
2021-05-06,26.818754,87.899284,9.3876505,4.6,19.17
2021-05-07,26.672915,88.1796,8.435069,11.2,17.32
2021-05-08,27.160418,84.263504,10.853866,8.900001,19.46
2021-05-09,28.045832,78.72537,10.799999,0.4,21.36
2021-05-10,28.260416,76.20141,11.874544,0.0,20.8
2021-05-11,28.027082,81.01684,9.1641035,0.9000001,18.67
2021-05-12,27.924997,82.690056,11.885453,1.6000001,18.17
2021-05-13,27.937502,79.12343,11.4862,1.8000001,19.56
2021-05-14,27.810415,80.89829,10.315115,1.5000001,18.14
2021-05-15,28.050001,79.836525,6.725354,1.9000001,18.08
2021-05-16,27.452085,83.548065,10.086427,4.7999997,16.93
2021-05-17,26.683332,83.921074,8.4042845,24.100002,14.41
2021-05-18,27.385414,80.19192,12.7279215,1.5000001,17.93
2021-05-19,27.20208,83.39904,11.525623,8.1,17.6
2021-05-20,27.15,85.21858,8.669949,6.0,17.43
2021-05-21,26.616667,88.529854,9.779817,4.8,14.0
2021-05-22,26.862503,84.46669,8.669949,1.3,17.96
2021-05-23,27.047918,86.60847,7.5942073,9.1,17.91
2021-05-24,27.166664,81.0917,10.8955765,3.7,19.48
2021-05-25,27.966667,75.96824,16.595179,0.4,19.08
2021-05-26,28.414581,77.80721,16.563911,0.6,18.27
2021-05-27,27.691666,82.46688,11.457958,3.6000001,18.16
2021-05-28,25.541666,92.32965,11.183201,22.4,9.67
2021-05-29,27.237497,83.15109,9.726665,1.1,18.2
2021-05-30,27.027082,86.051544,8.557102,5.1999993,14.68
2021-05-31,27.139587,84.59864,8.557102,0.70000005,18.26
2021-06-01,27.377089,84.02674,10.883676,3.1,18.16
2021-06-02,27.595833,86.223595,10.587918,3.5,17.35
2021-06-03,27.124998,86.319916,8.913181,7.5,15.89
2021-06-04,27.239586,85.35086,8.4963045,2.0,16.93
2021-06-05,27.158333,82.84522,9.3876505,3.5,18.3
2021-06-06,27.058334,83.93692,9.726665,0.90000004,18.75
2021-06-07,27.270834,81.930824,9.3876505,1.4000001,18.32
2021-06-08,26.714584,86.19091,7.5685663,2.8999999,15.39
2021-06-09,27.047918,83.60265,8.089993,2.5,18.13
2021-06-10,26.264582,87.81537,12.245294,6.6,15.06
2021-06-11,27.375,80.47527,10.691453,2.6000001,18.0
2021-06-12,27.05208,84.00139,11.269782,6.8999996,17.51
2021-06-13,27.1875,81.89396,16.73516,0.70000005,15.85
2021-06-14,26.652082,86.030975,10.823973,4.5999994,14.67
2021-06-15,26.520834,85.55493,11.165805,6.1,14.32
2021-06-16,25.985418,87.61862,7.172949,1.5000001,7.09
2021-06-17,25.939583,87.71813,9.3669195,13.0,16.29
2021-06-18,25.716667,87.42004,5.937272,1.5000001,11.12
2021-06-19,25.445831,88.93729,7.968939,15.1,12.9
2021-06-20,25.441666,88.0261,14.24163,2.8000002,12.96
2021-06-21,25.606253,87.14837,8.373386,14.6,16.39
2021-06-22,25.562498,87.64872,8.287822,5.9,13.0
